job_idx,cv_col,source,model,label,score,score_skills,score_experience,score_education,score_location,gs_matched,label_checked,justification,generated_at
90,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.29,77.23,13.87,19.67,0.0,,,Skills: 77.2% | Experience: 13.9% | Education: 19.7% | Location: 0.0%,2026-05-07 19:23:29
90,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.73,76.24,12.53,24.27,21.66,,,Skills: 76.2% | Experience: 12.5% | Education: 24.3% | Location: 21.7%,2026-05-07 19:23:29
90,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.06,41.32,15.63,44.61,31.37,,,Skills: 41.3% | Experience: 15.6% | Education: 44.6% | Location: 31.4%,2026-05-07 19:23:29
90,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,21.28,17.97,18.47,23.64,31.62,,,Skills: 18.0% | Experience: 18.5% | Education: 23.6% | Location: 31.6%,2026-05-07 19:23:29
90,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,17.78,30.88,2.01,0.0,32.84,,,Skills: 30.9% | Experience: 2.0% | Education: 0.0% | Location: 32.8%,2026-05-07 19:23:29
91,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,68.66,81.13,47.92,89.84,41.74,,,Skills: 81.1% | Experience: 47.9% | Education: 89.8% | Location: 41.7%,2026-05-07 19:23:29
91,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,57.36,91.15,22.61,63.81,16.55,,,Skills: 91.2% | Experience: 22.6% | Education: 63.8% | Location: 16.6%,2026-05-07 19:23:29
91,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.62,69.86,48.43,90.27,23.43,,,Skills: 69.9% | Experience: 48.4% | Education: 90.3% | Location: 23.4%,2026-05-07 19:23:29
91,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.76,85.83,17.62,50.09,0.0,,,Skills: 85.8% | Experience: 17.6% | Education: 50.1% | Location: 0.0%,2026-05-07 19:23:29
91,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,19.51,35.02,5.06,0.0,28.26,,,Skills: 35.0% | Experience: 5.1% | Education: 0.0% | Location: 28.3%,2026-05-07 19:23:29
92,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.63,78.99,45.19,45.0,31.6,,,Skills: 79.0% | Experience: 45.2% | Education: 45.0% | Location: 31.6%,2026-05-07 19:23:29
92,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.45,54.86,66.44,47.33,29.53,,,Skills: 54.9% | Experience: 66.4% | Education: 47.3% | Location: 29.5%,2026-05-07 19:23:29
92,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,26.55,57.14,0.0,7.21,15.04,,,Skills: 57.1% | Experience: 0.0% | Education: 7.2% | Location: 15.0%,2026-05-07 19:23:29
92,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.4,62.3,7.08,12.44,21.5,,,Skills: 62.3% | Experience: 7.1% | Education: 12.4% | Location: 21.5%,2026-05-07 19:23:29
92,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.45,80.67,10.41,0.0,23.88,,,Skills: 80.7% | Experience: 10.4% | Education: 0.0% | Location: 23.9%,2026-05-07 19:23:29
93,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.4,92.69,55.82,30.19,28.85,,,Skills: 92.7% | Experience: 55.8% | Education: 30.2% | Location: 28.9%,2026-05-07 19:23:29
93,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.09,93.55,25.79,22.79,31.12,,,Skills: 93.5% | Experience: 25.8% | Education: 22.8% | Location: 31.1%,2026-05-07 19:23:29
93,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.42,90.83,52.22,17.28,23.86,,,Skills: 90.8% | Experience: 52.2% | Education: 17.3% | Location: 23.9%,2026-05-07 19:23:29
93,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.18,71.51,7.19,14.77,52.15,,,Skills: 71.5% | Experience: 7.2% | Education: 14.8% | Location: 52.1%,2026-05-07 19:23:29
93,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,20.68,26.92,22.22,0.0,29.08,,,Skills: 26.9% | Experience: 22.2% | Education: 0.0% | Location: 29.1%,2026-05-07 19:23:29
94,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,54.46,86.53,46.16,5.95,47.47,,,Skills: 86.5% | Experience: 46.2% | Education: 6.0% | Location: 47.5%,2026-05-07 19:23:29
94,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.48,45.41,33.81,41.81,36.7,,,Skills: 45.4% | Experience: 33.8% | Education: 41.8% | Location: 36.7%,2026-05-07 19:23:29
94,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,37.21,46.64,42.58,14.43,33.46,,,Skills: 46.6% | Experience: 42.6% | Education: 14.4% | Location: 33.5%,2026-05-07 19:23:29
94,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.5,55.76,16.36,23.21,29.76,,,Skills: 55.8% | Experience: 16.4% | Education: 23.2% | Location: 29.8%,2026-05-07 19:23:29
94,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.33,31.15,18.86,0.0,34.34,,,Skills: 31.1% | Experience: 18.9% | Education: 0.0% | Location: 34.3%,2026-05-07 19:23:29
95,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.69,91.54,43.94,47.48,30.62,,,Skills: 91.5% | Experience: 43.9% | Education: 47.5% | Location: 30.6%,2026-05-07 19:23:29
95,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.89,88.32,30.42,85.65,25.54,,,Skills: 88.3% | Experience: 30.4% | Education: 85.7% | Location: 25.5%,2026-05-07 19:23:29
95,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.58,75.83,0.4,89.09,2.17,,,Skills: 75.8% | Experience: 0.4% | Education: 89.1% | Location: 2.2%,2026-05-07 19:23:29
95,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.91,48.99,35.99,69.68,15.89,,,Skills: 49.0% | Experience: 36.0% | Education: 69.7% | Location: 15.9%,2026-05-07 19:23:29
95,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.12,59.9,16.97,0.0,19.46,,,Skills: 59.9% | Experience: 17.0% | Education: 0.0% | Location: 19.5%,2026-05-07 19:23:29
96,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.57,75.24,50.23,79.97,32.79,,,Skills: 75.2% | Experience: 50.2% | Education: 80.0% | Location: 32.8%,2026-05-07 19:23:29
96,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.11,79.74,13.22,86.35,17.57,,,Skills: 79.7% | Experience: 13.2% | Education: 86.3% | Location: 17.6%,2026-05-07 19:23:29
96,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,47.72,72.71,12.75,49.47,37.0,,,Skills: 72.7% | Experience: 12.8% | Education: 49.5% | Location: 37.0%,2026-05-07 19:23:29
96,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.91,77.78,14.16,31.22,6.74,,,Skills: 77.8% | Experience: 14.2% | Education: 31.2% | Location: 6.7%,2026-05-07 19:23:29
96,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.5,39.47,0.0,0.0,18.1,,,Skills: 39.5% | Experience: 0.0% | Education: 0.0% | Location: 18.1%,2026-05-07 19:23:29
97,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,70.48,88.66,46.33,90.67,35.34,,,Skills: 88.7% | Experience: 46.3% | Education: 90.7% | Location: 35.3%,2026-05-07 19:23:29
97,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.47,63.29,5.28,59.77,39.19,,,Skills: 63.3% | Experience: 5.3% | Education: 59.8% | Location: 39.2%,2026-05-07 19:23:29
97,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.12,78.62,5.38,55.01,28.84,,,Skills: 78.6% | Experience: 5.4% | Education: 55.0% | Location: 28.8%,2026-05-07 19:23:29
97,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.26,91.97,0.0,42.34,0.0,,,Skills: 92.0% | Experience: 0.0% | Education: 42.3% | Location: 0.0%,2026-05-07 19:23:29
97,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.03,31.93,0.0,0.0,21.72,,,Skills: 31.9% | Experience: 0.0% | Education: 0.0% | Location: 21.7%,2026-05-07 19:23:29
98,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,72.61,85.3,86.05,56.04,38.45,,,Skills: 85.3% | Experience: 86.0% | Education: 56.0% | Location: 38.5%,2026-05-07 19:23:29
98,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,51.23,85.2,14.36,57.22,14.11,,,Skills: 85.2% | Experience: 14.4% | Education: 57.2% | Location: 14.1%,2026-05-07 19:23:29
98,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,47.19,77.51,2.59,53.74,31.91,,,Skills: 77.5% | Experience: 2.6% | Education: 53.7% | Location: 31.9%,2026-05-07 19:23:29
98,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,37.98,53.73,22.93,34.65,25.53,,,Skills: 53.7% | Experience: 22.9% | Education: 34.6% | Location: 25.5%,2026-05-07 19:23:29
98,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,20.27,25.3,18.84,0.0,36.27,,,Skills: 25.3% | Experience: 18.8% | Education: 0.0% | Location: 36.3%,2026-05-07 19:23:29
99,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.11,72.4,49.85,69.74,44.92,,,Skills: 72.4% | Experience: 49.9% | Education: 69.7% | Location: 44.9%,2026-05-07 19:23:29
99,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,58.25,53.35,72.58,67.4,35.21,,,Skills: 53.4% | Experience: 72.6% | Education: 67.4% | Location: 35.2%,2026-05-07 19:23:29
99,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.17,73.81,12.06,41.61,35.37,,,Skills: 73.8% | Experience: 12.1% | Education: 41.6% | Location: 35.4%,2026-05-07 19:23:29
99,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.95,59.04,0.0,50.8,21.16,,,Skills: 59.0% | Experience: 0.0% | Education: 50.8% | Location: 21.2%,2026-05-07 19:23:29
99,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,23.42,41.44,7.84,0.0,32.58,,,Skills: 41.4% | Experience: 7.8% | Education: 0.0% | Location: 32.6%,2026-05-07 19:23:29
100,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.98,79.22,32.37,50.51,27.29,,,Skills: 79.2% | Experience: 32.4% | Education: 50.5% | Location: 27.3%,2026-05-07 19:23:29
100,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.68,48.21,15.36,37.44,33.8,,,Skills: 48.2% | Experience: 15.4% | Education: 37.4% | Location: 33.8%,2026-05-07 19:23:29
100,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.52,19.98,19.44,48.33,0.0,,,Skills: 20.0% | Experience: 19.4% | Education: 48.3% | Location: 0.0%,2026-05-07 19:23:29
100,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,38.36,62.61,14.2,36.07,17.03,,,Skills: 62.6% | Experience: 14.2% | Education: 36.1% | Location: 17.0%,2026-05-07 19:23:29
100,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,12.43,20.83,0.0,0.0,27.33,,,Skills: 20.8% | Experience: 0.0% | Education: 0.0% | Location: 27.3%,2026-05-07 19:23:29
101,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,69.84,82.03,76.16,55.02,46.58,,,Skills: 82.0% | Experience: 76.2% | Education: 55.0% | Location: 46.6%,2026-05-07 19:23:29
101,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,52.33,88.76,0.0,47.39,48.99,,,Skills: 88.8% | Experience: 0.0% | Education: 47.4% | Location: 49.0%,2026-05-07 19:23:29
101,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,46.27,92.04,0.0,20.65,35.48,,,Skills: 92.0% | Experience: 0.0% | Education: 20.6% | Location: 35.5%,2026-05-07 19:23:29
101,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,43.39,69.16,0.0,45.25,44.49,,,Skills: 69.2% | Experience: 0.0% | Education: 45.2% | Location: 44.5%,2026-05-07 19:23:29
101,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,17.79,28.62,0.0,0.0,42.25,,,Skills: 28.6% | Experience: 0.0% | Education: 0.0% | Location: 42.2%,2026-05-07 19:23:29
102,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,68.3,92.84,60.21,49.57,41.33,,,Skills: 92.8% | Experience: 60.2% | Education: 49.6% | Location: 41.3%,2026-05-07 19:23:29
102,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.03,55.6,18.94,15.8,12.65,,,Skills: 55.6% | Experience: 18.9% | Education: 15.8% | Location: 12.7%,2026-05-07 19:23:29
102,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.03,55.6,18.94,15.8,12.65,,,Skills: 55.6% | Experience: 18.9% | Education: 15.8% | Location: 12.7%,2026-05-07 19:23:30
102,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.38,52.99,1.03,30.72,25.23,,,Skills: 53.0% | Experience: 1.0% | Education: 30.7% | Location: 25.2%,2026-05-07 19:23:30
102,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,4.16,0.6,0.0,0.0,26.15,,,Skills: 0.6% | Experience: 0.0% | Education: 0.0% | Location: 26.1%,2026-05-07 19:23:30
103,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.85,86.57,27.45,10.35,35.24,,,Skills: 86.6% | Experience: 27.4% | Education: 10.3% | Location: 35.2%,2026-05-07 19:23:30
103,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,49.37,82.01,6.54,61.54,17.51,,,Skills: 82.0% | Experience: 6.5% | Education: 61.5% | Location: 17.5%,2026-05-07 19:23:30
103,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,44.9,78.52,0.0,52.83,19.52,,,Skills: 78.5% | Experience: 0.0% | Education: 52.8% | Location: 19.5%,2026-05-07 19:23:30
103,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.43,59.79,0.0,45.25,23.12,,,Skills: 59.8% | Experience: 0.0% | Education: 45.2% | Location: 23.1%,2026-05-07 19:23:30
103,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,14.76,27.16,0.0,0.0,25.94,,,Skills: 27.2% | Experience: 0.0% | Education: 0.0% | Location: 25.9%,2026-05-07 19:23:30
104,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,68.37,99.27,21.43,96.54,26.64,,,Skills: 99.3% | Experience: 21.4% | Education: 96.5% | Location: 26.6%,2026-05-07 19:23:30
104,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,26.76,45.29,12.86,8.24,25.18,,,Skills: 45.3% | Experience: 12.9% | Education: 8.2% | Location: 25.2%,2026-05-07 19:23:30
104,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.1,75.07,0.0,12.57,17.06,,,Skills: 75.1% | Experience: 0.0% | Education: 12.6% | Location: 17.1%,2026-05-07 19:23:30
104,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.8,36.34,14.4,100.0,24.4,,,Skills: 36.3% | Experience: 14.4% | Education: 100.0% | Location: 24.4%,2026-05-07 19:23:30
104,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,5.24,3.57,0.0,0.0,25.4,,,Skills: 3.6% | Experience: 0.0% | Education: 0.0% | Location: 25.4%,2026-05-07 19:23:30
105,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.96,94.63,0.0,21.12,45.9,,,Skills: 94.6% | Experience: 0.0% | Education: 21.1% | Location: 45.9%,2026-05-07 19:23:30
105,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.11,51.79,0.0,27.05,33.24,,,Skills: 51.8% | Experience: 0.0% | Education: 27.1% | Location: 33.2%,2026-05-07 19:23:30
105,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.82,42.55,83.54,34.84,26.29,,,Skills: 42.5% | Experience: 83.5% | Education: 34.8% | Location: 26.3%,2026-05-07 19:23:30
105,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.5,70.73,0.0,26.26,19.69,,,Skills: 70.7% | Experience: 0.0% | Education: 26.3% | Location: 19.7%,2026-05-07 19:23:30
105,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,31.18,70.15,0.0,0.0,20.81,,,Skills: 70.2% | Experience: 0.0% | Education: 0.0% | Location: 20.8%,2026-05-07 19:23:30
106,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,60.16,81.24,34.65,65.62,39.16,,,Skills: 81.2% | Experience: 34.6% | Education: 65.6% | Location: 39.2%,2026-05-07 19:23:30
106,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,55.73,82.59,9.48,85.13,21.97,,,Skills: 82.6% | Experience: 9.5% | Education: 85.1% | Location: 22.0%,2026-05-07 19:23:30
106,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,51.2,90.23,0.0,57.35,24.26,,,Skills: 90.2% | Experience: 0.0% | Education: 57.4% | Location: 24.3%,2026-05-07 19:23:30
106,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,35.73,63.11,0.0,28.24,32.28,,,Skills: 63.1% | Experience: 0.0% | Education: 28.2% | Location: 32.3%,2026-05-07 19:23:30
106,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,23.04,47.47,0.0,0.0,27.02,,,Skills: 47.5% | Experience: 0.0% | Education: 0.0% | Location: 27.0%,2026-05-07 19:23:30
107,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,56.72,93.83,48.23,18.21,23.25,,,Skills: 93.8% | Experience: 48.2% | Education: 18.2% | Location: 23.2%,2026-05-07 19:23:30
107,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.37,93.33,0.0,24.61,20.8,,,Skills: 93.3% | Experience: 0.0% | Education: 24.6% | Location: 20.8%,2026-05-07 19:23:30
107,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.37,91.72,14.29,19.12,28.56,,,Skills: 91.7% | Experience: 14.3% | Education: 19.1% | Location: 28.6%,2026-05-07 19:23:30
107,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.49,69.35,0.0,21.45,29.71,,,Skills: 69.3% | Experience: 0.0% | Education: 21.4% | Location: 29.7%,2026-05-07 19:23:30
107,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,15.03,25.31,0.0,0.0,32.72,,,Skills: 25.3% | Experience: 0.0% | Education: 0.0% | Location: 32.7%,2026-05-07 19:23:30
108,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,45.01,96.13,0.0,10.0,30.38,,,Skills: 96.1% | Experience: 0.0% | Education: 10.0% | Location: 30.4%,2026-05-07 19:23:30
108,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.35,51.59,26.59,24.02,15.05,,,Skills: 51.6% | Experience: 26.6% | Education: 24.0% | Location: 15.1%,2026-05-07 19:23:30
108,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.13,73.45,24.28,2.8,20.78,,,Skills: 73.5% | Experience: 24.3% | Education: 2.8% | Location: 20.8%,2026-05-07 19:23:30
108,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,22.74,47.06,0.0,7.72,15.81,,,Skills: 47.1% | Experience: 0.0% | Education: 7.7% | Location: 15.8%,2026-05-07 19:23:30
108,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,34.76,78.05,0.0,0.0,23.62,,,Skills: 78.0% | Experience: 0.0% | Education: 0.0% | Location: 23.6%,2026-05-07 19:23:30
109,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,75.31,91.79,66.28,90.03,26.81,,,Skills: 91.8% | Experience: 66.3% | Education: 90.0% | Location: 26.8%,2026-05-07 19:23:30
109,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,33.97,74.6,6.52,8.52,5.31,,,Skills: 74.6% | Experience: 6.5% | Education: 8.5% | Location: 5.3%,2026-05-07 19:23:30
109,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,36.1,82.22,0.0,12.57,4.64,,,Skills: 82.2% | Experience: 0.0% | Education: 12.6% | Location: 4.6%,2026-05-07 19:23:30
109,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.44,76.81,16.89,80.17,16.37,,,Skills: 76.8% | Experience: 16.9% | Education: 80.2% | Location: 16.4%,2026-05-07 19:23:30
109,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,6.77,12.82,0.0,0.0,10.97,,,Skills: 12.8% | Experience: 0.0% | Education: 0.0% | Location: 11.0%,2026-05-07 19:23:30
110,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,62.75,68.43,53.16,88.95,28.63,,,Skills: 68.4% | Experience: 53.2% | Education: 89.0% | Location: 28.6%,2026-05-07 19:23:30
110,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,53.89,64.33,32.02,85.9,19.8,,,Skills: 64.3% | Experience: 32.0% | Education: 85.9% | Location: 19.8%,2026-05-07 19:23:30
110,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,16.79,12.34,0.0,45.65,18.14,,,Skills: 12.3% | Experience: 0.0% | Education: 45.6% | Location: 18.1%,2026-05-07 19:23:30
110,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,28.45,38.86,8.26,37.32,22.49,,,Skills: 38.9% | Experience: 8.3% | Education: 37.3% | Location: 22.5%,2026-05-07 19:23:30
110,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,8.67,12.34,0.0,0.0,24.88,,,Skills: 12.3% | Experience: 0.0% | Education: 0.0% | Location: 24.9%,2026-05-07 19:23:30
111,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,60.03,71.87,36.99,86.79,31.18,,,Skills: 71.9% | Experience: 37.0% | Education: 86.8% | Location: 31.2%,2026-05-07 19:23:30
111,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.89,68.13,11.62,45.07,18.15,,,Skills: 68.1% | Experience: 11.6% | Education: 45.1% | Location: 18.1%,2026-05-07 19:23:30
111,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,39.43,72.1,0.0,43.44,12.67,,,Skills: 72.1% | Experience: 0.0% | Education: 43.4% | Location: 12.7%,2026-05-07 19:23:30
111,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,40.86,57.41,22.34,38.01,31.41,,,Skills: 57.4% | Experience: 22.3% | Education: 38.0% | Location: 31.4%,2026-05-07 19:23:30
111,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,9.11,18.79,0.0,0.0,10.62,,,Skills: 18.8% | Experience: 0.0% | Education: 0.0% | Location: 10.6%,2026-05-07 19:23:30
112,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,32.23,70.57,0.0,20.03,0.0,,,Skills: 70.6% | Experience: 0.0% | Education: 20.0% | Location: 0.0%,2026-05-07 19:23:30
112,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,50.53,71.93,28.31,49.1,32.38,,,Skills: 71.9% | Experience: 28.3% | Education: 49.1% | Location: 32.4%,2026-05-07 19:23:30
112,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.54,83.94,19.93,19.92,0.0,,,Skills: 83.9% | Experience: 19.9% | Education: 19.9% | Location: 0.0%,2026-05-07 19:23:30
112,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,13.99,12.79,10.28,5.99,34.01,,,Skills: 12.8% | Experience: 10.3% | Education: 6.0% | Location: 34.0%,2026-05-07 19:23:30
112,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,18.25,30.89,0.0,0.0,39.31,,,Skills: 30.9% | Experience: 0.0% | Education: 0.0% | Location: 39.3%,2026-05-07 19:23:30
113,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,68.1,77.5,62.36,82.82,33.0,,,Skills: 77.5% | Experience: 62.4% | Education: 82.8% | Location: 33.0%,2026-05-07 19:23:30
113,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,63.37,90.32,41.54,69.91,19.18,,,Skills: 90.3% | Experience: 41.5% | Education: 69.9% | Location: 19.2%,2026-05-07 19:23:30
113,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,41.72,63.92,0.0,53.95,35.75,,,Skills: 63.9% | Experience: 0.0% | Education: 54.0% | Location: 35.8%,2026-05-07 19:23:30
113,cv_4,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,48.9,78.82,0.0,68.86,24.02,,,Skills: 78.8% | Experience: 0.0% | Education: 68.9% | Location: 24.0%,2026-05-07 19:23:30
113,cv_5,job-1__1_.csv,Word2Vec-GaleShapley-v1,Ecarté,10.81,20.24,0.0,0.0,18.12,,,Skills: 20.2% | Experience: 0.0% | Education: 0.0% | Location: 18.1%,2026-05-07 19:23:30
114,cv_1,job-1__1_.csv,Word2Vec-GaleShapley-v1,Retenu,61.7,65.97,85.41,43.46,35.13,,,Skills: 66.0% | Experience: 85.4% | Education: 43.5% | Location: 35.1%,2026-05-07 19:23:30
114,cv_2,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,59.36,77.0,50.58,53.46,34.82,,,Skills: 77.0% | Experience: 50.6% | Education: 53.5% | Location: 34.8%,2026-05-07 19:23:30
114,cv_3,job-1__1_.csv,Word2Vec-GaleShapley-v1,A evaluer,42.79,82.98,0.0,24.74,31.02,,,Skills: 83.0% | Experience: 0.0% | Education: 24.7% | Location: 31.0%,2026-05-07 19:23:30
